Site 5,,,,,,,,,
c - 70%,,,,,,,f - 30%,,
353.9156859,353.9156859,353.9156859,353.9156859,353.9156859,353.9156859,353.9156859,204.4453239,204.4453239,204.4453239
205.8929069,205.8929069,205.8929069,205.8929069,205.8929069,205.8929069,205.8929069,198.0895952,198.0895952,198.0895952
205.0454821,205.0454821,205.0454821,205.0454821,205.0454821,205.0454821,205.0454821,161.7817848,161.7817848,161.7817848
169.6409734,169.6409734,169.6409734,169.6409734,169.6409734,169.6409734,169.6409734,153.6119011,153.6119011,153.6119011
166.507851,166.507851,166.507851,166.507851,166.507851,166.507851,166.507851,152.6248506,152.6248506,152.6248506
157.3214389,157.3214389,157.3214389,157.3214389,157.3214389,157.3214389,157.3214389,147.92269,147.92269,147.92269
156.5818491,156.5818491,156.5818491,156.5818491,156.5818491,156.5818491,156.5818491,137.4835601,137.4835601,137.4835601
156.1080924,156.1080924,156.1080924,156.1080924,156.1080924,156.1080924,156.1080924,136.3137676,136.3137676,136.3137676
155.216782,155.216782,155.216782,155.216782,155.216782,155.216782,155.216782,131.8899759,131.8899759,131.8899759
153.6915813,153.6915813,153.6915813,153.6915813,153.6915813,153.6915813,153.6915813,126.3706801,126.3706801,126.3706801
149.8068601,149.8068601,149.8068601,149.8068601,149.8068601,149.8068601,149.8068601,120.2060106,120.2060106,120.2060106
135.1078018,135.1078018,135.1078018,135.1078018,135.1078018,135.1078018,135.1078018,116.7070977,116.7070977,116.7070977
130.8873329,130.8873329,130.8873329,130.8873329,130.8873329,130.8873329,130.8873329,113.7274078,113.7274078,113.7274078
129.7803987,129.7803987,129.7803987,129.7803987,129.7803987,129.7803987,129.7803987,113.3982072,113.3982072,113.3982072
127.6763339,127.6763339,127.6763339,127.6763339,127.6763339,127.6763339,127.6763339,113.2226505,113.2226505,113.2226505
121.9129488,121.9129488,121.9129488,121.9129488,121.9129488,121.9129488,121.9129488,113.1802691,113.1802691,113.1802691
119.0077595,119.0077595,119.0077595,119.0077595,119.0077595,119.0077595,119.0077595,111.0971987,111.0971987,111.0971987
118.8404092,118.8404092,118.8404092,118.8404092,118.8404092,118.8404092,118.8404092,108.6513794,108.6513794,108.6513794
116.1787489,116.1787489,116.1787489,116.1787489,116.1787489,116.1787489,116.1787489,106.045734,106.045734,106.045734
114.563566,114.563566,114.563566,114.563566,114.563566,114.563566,114.563566,101.8593919,101.8593919,101.8593919
