,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, COMPILED DATA FOR THE ENTIRE SURFACES ,,,,,,,,,,,
 Fan: ,, Red Wall ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Red Wall ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, RED WALL ,,,,, RED WALL ,,,,,,
 Surface: ,, Young ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 70 ka ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, MODERN ,,,,, 70 ka ,,,,,,
 Locality: ,, 366 ,,,, 369 ,,,, 376 ,,,, 381 ,,,, 379 ,,,, 371 ,,,, 363 ,,,, 364 ,,,, 365 ,,,, 367 ,,,, 373 ,,,, 368 ,,,, 370 ,,,, 377 ,,,, 378 ,,,, 380 ,,,, 372 ,,,, 374 ,,,, 360 ,,,,, 357 ,,,, 356 ,,,, 336 ,,,, 337 ,,,, 347 ,,,, 346 ,,,, 352 ,,,, 351 ,,,, 342 ,,,, 341 ,,,, 354 ,,,, 349 ,,,, 344 ,,,, 339 ,,,, 338 ,,,, 340 ,,,, 355 ,,,, 350 ,,,, 348 ,,,, 345 ,,,, 343 ,,,,, ALL ,,,,, ALL ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Count: ,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 200 ,,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,, 100 ,,,,," 2,000 ",,,,," 2,100 ",,,,,,
 D50: ,, 25 ,,,, 23 ,,,, 17 ,,,, 18 ,,,, 16 ,,,, 21 ,,,, 26 ,,,, 22 ,,,, 25 ,,,, 23 ,,,, 21 ,,,, 22 ,,,, 22 ,,,, 18 ,,,, 18 ,,,, 16 ,,,, 19 ,,,, 21 ,,,, 22 ,,,,, 26 ,,,, 25 ,,,, 18 ,,,, 16 ,,,, 19 ,,,, 25 ,,,, 23 ,,,, 23 ,,,, 21 ,,,, 20 ,,,, 22 ,,,, 21 ,,,, 20 ,,,, 17 ,,,, 16 ,,,, 20 ,,,, 25 ,,,, 21 ,,,, 21 ,,,, 18 ,,,, 20 ,,,,, 21 ,,,,, 20 ,,,,,,
 D84: ,, 46 ,,,, 40 ,,,, 39 ,,,, 33 ,,,, 31 ,,,, 41 ,,,, 49 ,,,, 41 ,,,, 45 ,,,, 42 ,,,, 36 ,,,, 39 ,,,, 40 ,,,, 41 ,,,, 36 ,,,, 36 ,,,, 41 ,,,, 37 ,,,, 51 ,,,,, 51 ,,,, 43 ,,,, 38 ,,,, 31 ,,,, 35 ,,,, 36 ,,,, 40 ,,,, 46 ,,,, 34 ,,,, 40 ,,,, 42 ,,,, 40 ,,,, 39 ,,,, 34 ,,,, 30 ,,,, 37 ,,,, 46 ,,,, 40 ,,,, 41 ,,,, 32 ,,,, 32 ,,,,, 41 ,,,,, 40 ,,,,,,
 Mean: ,, 29 ,,,, 27 ,,,, 23 ,,,, 22 ,,,, 20 ,,,, 25 ,,,, 32 ,,,, 27 ,,,, 29 ,,,, 26 ,,,, 25 ,,,, 25 ,,,, 26 ,,,, 23 ,,,, 22 ,,,, 22 ,,,, 25 ,,,, 26 ,,,, 29 ,,,,, 33 ,,,, 29 ,,,, 25 ,,,, 20 ,,,, 24 ,,,, 27 ,,,, 26 ,,,, 29 ,,,, 24 ,,,, 24 ,,,, 27 ,,,, 23 ,,,, 23 ,,,, 22 ,,,, 20 ,,,, 25 ,,,, 29 ,,,, 26 ,,,, 26 ,,,, 22 ,,,, 24 ,,,,, 26 ,,,,, 25 ,,,,,,
 St Dev: ,, 23 ,,,, 19 ,,,, 20 ,,,, 19 ,,,, 18 ,,,, 19 ,,,, 28 ,,,, 19 ,,,, 22 ,,,, 16 ,,,, 22 ,,,, 19 ,,,, 19 ,,,, 19 ,,,, 18 ,,,, 19 ,,,, 23 ,,,, 21 ,,,, 21 ,,,,, 30 ,,,, 23 ,,,, 23 ,,,, 16 ,,,, 20 ,,,, 20 ,,,, 18 ,,,, 23 ,,,, 21 ,,,, 19 ,,,, 22 ,,,, 16 ,,,, 18 ,,,, 18 ,,,, 15 ,,,, 17 ,,,, 20 ,,,, 23 ,,,, 23 ,,,, 14 ,,,, 19 ,,,,, 20 ,,,,, 20 ,,,,,,
 Cv: ,, 0.79 ,,,, 0.72 ,,,, 0.86 ,,,, 0.86 ,,,, 0.92 ,,,, 0.74 ,,,, 0.87 ,,,, 0.72 ,,,, 0.75 ,,,, 0.60 ,,,, 0.86 ,,,, 0.74 ,,,, 0.71 ,,,, 0.82 ,,,, 0.79 ,,,, 0.90 ,,,, 0.90 ,,,, 0.82 ,,,, 0.72 ,,,,, 0.92 ,,,, 0.78 ,,,, 0.95 ,,,, 0.82 ,,,, 0.82 ,,,, 0.75 ,,,, 0.70 ,,,, 0.81 ,,,, 0.86 ,,,, 0.79 ,,,, 0.79 ,,,, 0.69 ,,,, 0.76 ,,,, 0.79 ,,,, 0.75 ,,,, 0.70 ,,,, 0.71 ,,,, 0.91 ,,,, 0.91 ,,,, 0.65 ,,,, 0.80 ,,,,, 0.80 ,,,,, 0.81 ,,,,,,
,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,, Interval: , 0.50 ,,,, Interval: , 0.50 ,,,, Interval: , 0.50 ,,,,
,, Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density ,, Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density , Count , _ , Bin Array , Freq Density ,, Count , _ , Bin Array , Freq Density ,, Count , _ , Bin Array , Freq Density ,,, Average curve - All surfaces 
 1 ,, 1 ,-1.23 ,-4.00 , -   , 2 ,-1.28 ,-4.00 , -   , 1 ,-1.11 ,-4.00 , -   , 1 ,-1.12 ,-4.00 , -   , 1 ,-1.03 ,-4.00 , -   , 2 ,-1.24 ,-4.00 , -   , 2 ,-1.08 ,-4.00 , -   , 1 ,-1.34 ,-4.00 , -   , 2 ,-1.24 ,-4.00 , -   , 1 ,-1.59 ,-4.00 , -   , 2 ,-1.06 ,-4.00 , -   , 1 ,-1.30 ,-4.00 , -   , 2 ,-1.31 ,-4.00 , -   , 1 ,-1.17 ,-4.00 , -   , 1 ,-1.21 ,-4.00 , -   , 1 ,-1.06 ,-4.00 , -   , 2 ,-1.02 ,-4.00 , -   , 1 ,-1.17 ,-4.00 , -   , 51 , 1.04 ,-4.00 , -   ,, 1 ,-1.06 ,-4.00 , -   , 2 ,-1.20 ,-4.00 , -   , 2 ,-0.97 ,-4.00 , -   , 2 ,-1.10 ,-4.00 , -   , 1 ,-1.18 ,-4.00 , -   , 1 ,-1.28 ,-4.00 , -   , 2 ,-1.31 ,-4.00 , -   , 1 ,-1.19 ,-4.00 , -   , 2 ,-1.06 ,-4.00 , -   , 1 ,-1.22 ,-4.00 , -   , 2 ,-1.18 ,-4.00 , -   , 1 ,-1.39 ,-4.00 , -   , 1 ,-1.27 ,-4.00 , -   , 1 ,-1.21 ,-4.00 , -   , 2 ,-1.20 ,-4.00 , -   , 3 ,-1.26 ,-4.00 , -   , 10 ,-0.92 ,-4.00 , -   , 23 ,-0.11 ,-4.00 , -   , 41 , 0.66 ,-4.00 , -   , 40 , 1.23 ,-4.00 , -   , 10 ,-0.73 ,-4.00 , -   ,, 1 ,-1.21 ,-4.00 , -   ,, 1 ,-1.18 ,-4.00 , -   ,,, -   
 2 ,, 2 ,-1.19 ,-3.50 , -   , 4 ,-1.17 ,-3.50 , -   , 2 ,-1.06 ,-3.50 , -   , 2 ,-1.06 ,-3.50 , -   , 1 ,-1.03 ,-3.50 , -   , 2 ,-1.24 ,-3.50 , -   , 2 ,-1.08 ,-3.50 , -   , 2 ,-1.29 ,-3.50 , -   , 2 ,-1.24 ,-3.50 , -   , 2 ,-1.53 ,-3.50 , -   , 2 ,-1.06 ,-3.50 , -   , 2 ,-1.25 ,-3.50 , -   , 2 ,-1.31 ,-3.50 , -   , 2 ,-1.11 ,-3.50 , -   , 2 ,-1.16 ,-3.50 , -   , 2 ,-1.00 ,-3.50 , -   , 2 ,-1.02 ,-3.50 , -   , 2 ,-1.12 ,-3.50 , -   , 7 ,-1.05 ,-3.50 , -   ,, 2 ,-1.02 ,-3.50 , -   , 3 ,-1.16 ,-3.50 , -   , 2 ,-0.97 ,-3.50 , -   , 2 ,-1.10 ,-3.50 , -   , 2 ,-1.13 ,-3.50 , -   , 2 ,-1.23 ,-3.50 , -   , 3 ,-1.26 ,-3.50 , -   , 1 ,-1.19 ,-3.50 , -   , 2 ,-1.06 ,-3.50 , -   , 2 ,-1.16 ,-3.50 , -   , 2 ,-1.18 ,-3.50 , -   , 1 ,-1.39 ,-3.50 , -   , 2 ,-1.21 ,-3.50 , -   , 2 ,-1.15 ,-3.50 , -   , 3 ,-1.13 ,-3.50 , -   , 6 ,-1.08 ,-3.50 , -   , 34 , 0.26 ,-3.50 , -   , 15 ,-0.46 ,-3.50 , -   , 15 ,-0.46 ,-3.50 , -   , 38 , 1.09 ,-3.50 , -   , 2 ,-1.15 ,-3.50 , -   ,, 2 ,-1.16 ,-3.50 , -   ,, 2 ,-1.13 ,-3.50 , -   ,,, -   
 3 ,, 2 ,-1.19 ,-3.00 , -   , 5 ,-1.12 ,-3.00 , -   , 2 ,-1.06 ,-3.00 , -   , 2 ,-1.06 ,-3.00 , -   , 2 ,-0.98 ,-3.00 , -   , 2 ,-1.24 ,-3.00 , -   , 3 ,-1.04 ,-3.00 , -   , 3 ,-1.23 ,-3.00 , -   , 3 ,-1.20 ,-3.00 , -   , 4 ,-1.40 ,-3.00 , -   , 3 ,-1.02 ,-3.00 , -   , 2 ,-1.25 ,-3.00 , -   , 3 ,-1.25 ,-3.00 , -   , 3 ,-1.06 ,-3.00 , -   , 2 ,-1.16 ,-3.00 , -   , 3 ,-0.95 ,-3.00 , -   , 2 ,-1.02 ,-3.00 , -   , 2 ,-1.12 ,-3.00 , -   , 36 , 0.33 ,-3.00 , -   ,, 2 ,-1.02 ,-3.00 , -   , 3 ,-1.16 ,-3.00 , -   , 3 ,-0.93 ,-3.00 , -   , 2 ,-1.10 ,-3.00 , -   , 3 ,-1.07 ,-3.00 , -   , 3 ,-1.18 ,-3.00 , -   , 3 ,-1.26 ,-3.00 , -   , 2 ,-1.15 ,-3.00 , -   , 3 ,-1.01 ,-3.00 , -   , 2 ,-1.16 ,-3.00 , -   , 3 ,-1.13 ,-3.00 , -   , 2 ,-1.33 ,-3.00 , -   , 2 ,-1.21 ,-3.00 , -   , 2 ,-1.15 ,-3.00 , -   , 3 ,-1.13 ,-3.00 , -   , 7 ,-1.02 ,-3.00 , -   , 16 ,-0.62 ,-3.00 , -   , 11 ,-0.63 ,-3.00 , -   , 26 , 0.01 ,-3.00 , -   , 14 ,-0.57 ,-3.00 , -   , 26 , 0.10 ,-3.00 , -   ,, 2 ,-1.16 ,-3.00 , -   ,, 2 ,-1.13 ,-3.00 , -   ,,, -   
 4 ,, 3 ,-1.14 ,-2.50 , -   , 5 ,-1.12 ,-2.50 , -   , 3 ,-1.01 ,-2.50 , -   , 2 ,-1.06 ,-2.50 , -   , 2 ,-0.98 ,-2.50 , -   , 3 ,-1.19 ,-2.50 , -   , 5 ,-0.97 ,-2.50 , -   , 4 ,-1.18 ,-2.50 , -   , 3 ,-1.20 ,-2.50 , -   , 4 ,-1.40 ,-2.50 , -   , 3 ,-1.02 ,-2.50 , -   , 2 ,-1.25 ,-2.50 , -   , 3 ,-1.25 ,-2.50 , -   , 3 ,-1.06 ,-2.50 , -   , 2 ,-1.16 ,-2.50 , -   , 3 ,-0.95 ,-2.50 , -   , 2 ,-1.02 ,-2.50 , -   , 3 ,-1.08 ,-2.50 , -   , 41 , 0.57 ,-2.50 , -   ,, 2 ,-1.02 ,-2.50 , -   , 4 ,-1.11 ,-2.50 , -   , 3 ,-0.93 ,-2.50 , -   , 2 ,-1.10 ,-2.50 , -   , 3 ,-1.07 ,-2.50 , -   , 3 ,-1.18 ,-2.50 , -   , 4 ,-1.20 ,-2.50 , -   , 2 ,-1.15 ,-2.50 , -   , 3 ,-1.01 ,-2.50 , -   , 2 ,-1.16 ,-2.50 , -   , 3 ,-1.13 ,-2.50 , -   , 2 ,-1.33 ,-2.50 , -   , 4 ,-1.10 ,-2.50 , -   , 3 ,-1.09 ,-2.50 , -   , 3 ,-1.13 ,-2.50 , -   , 7 ,-1.02 ,-2.50 , -   , 16 ,-0.62 ,-2.50 , -   , 54 , 1.22 ,-2.50 , -   , 35 , 0.40 ,-2.50 , -   , 21 ,-0.09 ,-2.50 , -   , 26 , 0.10 ,-2.50 , -   ,, 3 ,-1.11 ,-2.50 , -   ,, 2 ,-1.13 ,-2.50 , -   ,,, -   
 5 ,, 4 ,-1.10 ,-2.00 , -   , 5 ,-1.12 ,-2.00 , -   , 3 ,-1.01 ,-2.00 , -   , 4 ,-0.96 ,-2.00 , -   , 3 ,-0.92 ,-2.00 , -   , 3 ,-1.19 ,-2.00 , -   , 6 ,-0.94 ,-2.00 , -   , 5 ,-1.13 ,-2.00 , -   , 4 ,-1.15 ,-2.00 , -   , 6 ,-1.28 ,-2.00 , -   , 5 ,-0.93 ,-2.00 , -   , 4 ,-1.14 ,-2.00 , -   , 4 ,-1.20 ,-2.00 , -   , 3 ,-1.06 ,-2.00 , -   , 3 ,-1.10 ,-2.00 , -   , 4 ,-0.90 ,-2.00 , -   , 3 ,-0.98 ,-2.00 , -   , 3 ,-1.08 ,-2.00 , -   , 55 , 1.23 ,-2.00 , -   ,, 3 ,-0.99 ,-2.00 , -   , 5 ,-1.07 ,-2.00 , -   , 3 ,-0.93 ,-2.00 , -   , 2 ,-1.10 ,-2.00 , -   , 4 ,-1.02 ,-2.00 , -   , 4 ,-1.13 ,-2.00 , -   , 5 ,-1.15 ,-2.00 , -   , 3 ,-1.11 ,-2.00 , -   , 3 ,-1.01 ,-2.00 , -   , 2 ,-1.16 ,-2.00 , -   , 4 ,-1.08 ,-2.00 , -   , 2 ,-1.33 ,-2.00 , -   , 4 ,-1.10 ,-2.00 , -   , 3 ,-1.09 ,-2.00 , -   , 3 ,-1.13 ,-2.00 , -   , 7 ,-1.02 ,-2.00 , -   , 36 , 0.36 ,-2.00 , -   , 1 ,-1.06 ,-2.00 , -   , 16 ,-0.41 ,-2.00 , -   , 35 , 0.89 ,-2.00 , -   , 46 , 1.14 ,-2.00 , -   ,, 4 ,-1.06 ,-2.00 , -   ,, 3 ,-1.08 ,-2.00 , -   ,,, -   
 6 ,, 4 ,-1.10 ,-1.50 , -   , 6 ,-1.07 ,-1.50 , -   , 3 ,-1.01 ,-1.50 , -   , 4 ,-0.96 ,-1.50 , -   , 3 ,-0.92 ,-1.50 , -   , 3 ,-1.19 ,-1.50 , -   , 6 ,-0.94 ,-1.50 , -   , 5 ,-1.13 ,-1.50 , -   , 5 ,-1.11 ,-1.50 , -   , 6 ,-1.28 ,-1.50 , 0.02 , 5 ,-0.93 ,-1.50 , -   , 6 ,-1.04 ,-1.50 , -   , 5 ,-1.15 ,-1.50 , -   , 3 ,-1.06 ,-1.50 , -   , 3 ,-1.10 ,-1.50 , -   , 4 ,-0.90 ,-1.50 , -   , 3 ,-0.98 ,-1.50 , -   , 5 ,-0.98 ,-1.50 , -   , 21 ,-0.39 ,-1.50 , -   ,, 3 ,-0.99 ,-1.50 , -   , 5 ,-1.07 ,-1.50 , -   , 4 ,-0.89 ,-1.50 , -   , 3 ,-1.04 ,-1.50 , -   , 4 ,-1.02 ,-1.50 , -   , 4 ,-1.13 ,-1.50 , -   , 5 ,-1.15 ,-1.50 , -   , 5 ,-1.02 ,-1.50 , -   , 3 ,-1.01 ,-1.50 , -   , 2 ,-1.16 ,-1.50 , -   , 5 ,-1.04 ,-1.50 , -   , 2 ,-1.33 ,-1.50 , -   , 5 ,-1.04 ,-1.50 , -   , 3 ,-1.09 ,-1.50 , -   , 4 ,-1.06 ,-1.50 , -   , 7 ,-1.02 ,-1.50 , -   , 60 , 1.53 ,-1.50 , -   , 4 ,-0.93 ,-1.50 , -   , 20 ,-0.24 ,-1.50 , -   , 25 , 0.19 ,-1.50 , -   , 9 ,-0.78 ,-1.50 , -   ,, 4 ,-1.06 ,-1.50 , -   ,, 3 ,-1.08 ,-1.50 , -   ,,, -   
 7 ,, 5 ,-1.06 ,-1.00 , 0.12 , 6 ,-1.07 ,-1.00 , 0.12 , 3 ,-1.01 ,-1.00 , 0.07 , 4 ,-0.96 ,-1.00 , 0.04 , 3 ,-0.92 ,-1.00 , 0.02 , 3 ,-1.19 ,-1.00 , 0.10 , 8 ,-0.86 ,-1.00 , 0.03 , 6 ,-1.08 ,-1.00 , 0.11 , 5 ,-1.11 ,-1.00 , 0.07 , 7 ,-1.21 ,-1.00 , 0.14 , 6 ,-0.88 ,-1.00 , 0.04 , 6 ,-1.04 ,-1.00 , 0.11 , 6 ,-1.09 ,-1.00 , 0.10 , 4 ,-1.01 ,-1.00 , 0.07 , 3 ,-1.10 ,-1.00 , 0.09 , 4 ,-0.90 ,-1.00 , 0.02 , 3 ,-0.98 ,-1.00 , 0.04 , 5 ,-0.98 ,-1.00 , 0.05 , 14 ,-0.72 ,-1.00 , 0.16 ,, 3 ,-0.99 ,-1.00 , 0.04 , 6 ,-1.02 ,-1.00 , 0.08 , 5 ,-0.84 ,-1.00 , -   , 3 ,-1.04 ,-1.00 , 0.09 , 5 ,-0.97 ,-1.00 , 0.06 , 4 ,-1.13 ,-1.00 , 0.09 , 5 ,-1.15 ,-1.00 , 0.09 , 5 ,-1.02 ,-1.00 , 0.07 , 5 ,-0.92 ,-1.00 , 0.06 , 3 ,-1.11 ,-1.00 , 0.09 , 5 ,-1.04 ,-1.00 , 0.07 , 4 ,-1.20 ,-1.00 , 0.15 , 5 ,-1.04 ,-1.00 , 0.07 , 6 ,-0.92 ,-1.00 , 0.06 , 5 ,-1.00 ,-1.00 , 0.06 , 8 ,-0.96 ,-1.00 , 0.06 , 17 ,-0.57 ,-1.00 , 0.13 , 12 ,-0.59 ,-1.00 , 0.03 , 7 ,-0.80 ,-1.00 , 0.04 , 12 ,-0.71 ,-1.00 , 0.06 , 30 , 0.31 ,-1.00 , 0.04 ,, 5 ,-1.01 ,-1.00 , 0 ,, 3 ,-1.08 ,-1.00 , 0 ,,, 0.07 
 8 ,, 5 ,-1.06 ,-0.50 , 0.22 , 6 ,-1.07 ,-0.50 , 0.25 , 4 ,-0.96 ,-0.50 , 0.34 , 4 ,-0.96 ,-0.50 , 0.31 , 3 ,-0.92 ,-0.50 , 0.33 , 5 ,-1.08 ,-0.50 , 0.26 , 8 ,-0.86 ,-0.50 , 0.33 , 6 ,-1.08 ,-0.50 , 0.25 , 8 ,-0.97 ,-0.50 , 0.29 , 7 ,-1.21 ,-0.50 , 0.23 , 6 ,-0.88 ,-0.50 , 0.30 , 6 ,-1.04 ,-0.50 , 0.25 , 6 ,-1.09 ,-0.50 , 0.26 , 5 ,-0.95 ,-0.50 , 0.26 , 3 ,-1.10 ,-0.50 , 0.26 , 5 ,-0.85 ,-0.50 , 0.30 , 3 ,-0.98 ,-0.50 , 0.32 , 6 ,-0.93 ,-0.50 , 0.29 , 10 ,-0.91 ,-0.50 , 0.20 ,, 4 ,-0.96 ,-0.50 , 0.28 , 6 ,-1.02 ,-0.50 , 0.24 , 5 ,-0.84 ,-0.50 , 0.30 , 3 ,-1.04 ,-0.50 , 0.24 , 5 ,-0.97 ,-0.50 , 0.31 , 6 ,-1.03 ,-0.50 , 0.24 , 6 ,-1.09 ,-0.50 , 0.26 , 6 ,-0.98 ,-0.50 , 0.24 , 6 ,-0.87 ,-0.50 , 0.24 , 3 ,-1.11 ,-0.50 , 0.27 , 6 ,-0.99 ,-0.50 , 0.25 , 5 ,-1.14 ,-0.50 , 0.23 , 6 ,-0.98 ,-0.50 , 0.24 , 6 ,-0.92 ,-0.50 , 0.29 , 6 ,-0.93 ,-0.50 , 0.28 , 8 ,-0.96 ,-0.50 , 0.29 , 38 , 0.45 ,-0.50 , 0.24 , 25 ,-0.03 ,-0.50 , 0.28 , 33 , 0.31 ,-0.50 , 0.30 , 16 ,-0.43 ,-0.50 , 0.31 , 11 ,-0.68 ,-0.50 , 0.30 ,, 5 ,-1.01 ,-0.50 , 0 ,, 4 ,-1.03 ,-0.50 , 0 ,,, 0.27 
 9 ,, 6 ,-1.01 , -   , 0.26 , 6 ,-1.07 , -   , 0.23 , 4 ,-0.96 , -   , 0.21 , 5 ,-0.91 , -   , 0.27 , 3 ,-0.92 , -   , 0.29 , 6 ,-1.03 , -   , 0.26 , 9 ,-0.83 , -   , 0.31 , 6 ,-1.08 , -   , 0.24 , 9 ,-0.93 , -   , 0.26 , 7 ,-1.21 , -   , 0.18 , 6 ,-0.88 , -   , 0.31 , 6 ,-1.04 , -   , 0.25 , 7 ,-1.04 , -   , 0.26 , 5 ,-0.95 , -   , 0.34 , 3 ,-1.10 , -   , 0.30 , 5 ,-0.85 , -   , 0.35 , 3 ,-0.98 , -   , 0.32 , 6 ,-0.93 , -   , 0.31 , 13 ,-0.77 , -   , 0.22 ,, 4 ,-0.96 , -   , 0.30 , 8 ,-0.94 , -   , 0.30 , 6 ,-0.80 , -   , 0.36 , 3 ,-1.04 , -   , 0.27 , 6 ,-0.92 , -   , 0.26 , 6 ,-1.03 , -   , 0.23 , 6 ,-1.09 , -   , 0.25 , 6 ,-0.98 , -   , 0.33 , 6 ,-0.87 , -   , 0.33 , 5 ,-1.00 , -   , 0.21 , 6 ,-0.99 , -   , 0.31 , 5 ,-1.14 , -   , 0.22 , 6 ,-0.98 , -   , 0.35 , 6 ,-0.92 , -   , 0.25 , 6 ,-0.93 , -   , 0.26 , 8 ,-0.96 , -   , 0.25 , 45 , 0.80 , -   , 0.20 , 30 , 0.19 , -   , 0.37 , 58 , 1.39 , -   , 0.29 , 16 ,-0.43 , -   , 0.25 , 7 ,-0.89 , -   , 0.31 ,, 6 ,-0.96 , -   , 0 ,, 4 ,-1.03 , -   , 0 ,,, 0.28 
 10 ,, 6 ,-1.01 , 0.50 , 0.17 , 7 ,-1.02 , 0.50 , 0.16 , 5 ,-0.91 , 0.50 , 0.16 , 5 ,-0.91 , 0.50 , 0.20 , 3 ,-0.92 , 0.50 , 0.14 , 6 ,-1.03 , 0.50 , 0.13 , 10 ,-0.79 , 0.50 , 0.12 , 7 ,-1.03 , 0.50 , 0.14 , 10 ,-0.88 , 0.50 , 0.15 , 7 ,-1.21 , 0.50 , 0.13 , 6 ,-0.88 , 0.50 , 0.18 , 6 ,-1.04 , 0.50 , 0.14 , 7 ,-1.04 , 0.50 , 0.18 , 6 ,-0.90 , 0.50 , 0.13 , 5 ,-0.99 , 0.50 , 0.13 , 5 ,-0.85 , 0.50 , 0.15 , 3 ,-0.98 , 0.50 , 0.11 , 6 ,-0.93 , 0.50 , 0.18 , 19 ,-0.48 , 0.50 , 0.18 ,, 5 ,-0.93 , 0.50 , 0.18 , 8 ,-0.94 , 0.50 , 0.17 , 6 ,-0.80 , 0.50 , 0.17 , 4 ,-0.98 , 0.50 , 0.16 , 6 ,-0.92 , 0.50 , 0.16 , 7 ,-0.98 , 0.50 , 0.28 , 8 ,-0.98 , 0.50 , 0.17 , 6 ,-0.98 , 0.50 , 0.16 , 6 ,-0.87 , 0.50 , 0.21 , 6 ,-0.95 , 0.50 , 0.21 , 6 ,-0.99 , 0.50 , 0.16 , 5 ,-1.14 , 0.50 , 0.12 , 6 ,-0.98 , 0.50 , 0.15 , 7 ,-0.87 , 0.50 , 0.20 , 6 ,-0.93 , 0.50 , 0.21 , 8 ,-0.96 , 0.50 , 0.19 , 51 , 1.09 , 0.50 , 0.21 , 35 , 0.40 , 0.50 , 0.13 , 13 ,-0.54 , 0.50 , 0.19 , 19 ,-0.23 , 0.50 , 0.20 , 24 ,-0.00 , 0.50 , 0.19 ,, 6 ,-0.96 , 0.50 , 0 ,, 5 ,-0.99 , 0.50 , 0 ,,, 0.17 
