,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, COMPILED DATA FOR THE ENTIRE SURFACES ,,,,,,,,
 Fan: ,, Big Dip ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Big Dip ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, BIG DIP ,,,,, BIG DIP ,,,
 Surface: ,, Modern ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 70 ka ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, MODERN ,,,,, 70 ka ,,,
 51 ,, 15 ,-0.23 , 21.00 , -   , 10 ,-0.69 , 21.00 , -   , 14 ,-0.30 , 21.00 , -   , 25 ,-0.28 , 21.00 , -   , 25 ,-0.16 , 21.00 , -   , 17 ,-0.23 , 21.00 , -   , 28 ,-0.14 , 21.00 , -   , 14 ,-0.69 , 21.00 , -   , 22 ,-0.11 , 21.00 , -   , 20 ,-0.23 , 21.00 , -   , 20 ,-0.08 , 21.00 , -   , 14 ,-0.29 , 21.00 , -   , 16 ,-0.18 , 21.00 , -   , 18 ,-0.28 , 21.00 , -   , 19 ,-0.18 , 21.00 , -   , 18 ,-0.30 , 21.00 , -   , 18 ,-0.23 , 21.00 , -   , 17 ,-0.76 , 21.00 , -   , 15 ,-0.64 , 21.00 , -   ,, 13 ,-0.73 , 21.00 , -   , 7 ,-0.71 , 21.00 , -   , 22 ,-0.17 , 21.00 , -   , 14 ,-0.33 , 21.00 , -   , 14 ,-0.25 , 21.00 , -   , 18 ,-0.23 , 21.00 , -   , 21 ,-0.25 , 21.00 , -   , 18 ,-0.27 , 21.00 , -   , 12 ,-0.61 , 21.00 , -   , 19 ,-0.17 , 21.00 , -   , 26 ,-0.14 , 21.00 , -   , 21 ,-0.18 , 21.00 , -   , 10 ,-0.69 , 21.00 , -   , 21 ,-0.15 , 21.00 , -   , 17 ,-0.23 , 21.00 , -   , 17 ,-0.17 , 21.00 , -   , 15 ,-0.23 , 21.00 , -   , 15 ,-0.24 , 21.00 , -   , 13 ,-0.30 , 21.00 , -   , 9 ,-0.82 , 21.00 , -   , 27 , 0.32 , 21.00 , -   ,, 2 ,-1.11 , 21.00 , -   ,, 13 ,-0.51 , 21.00 , -   
 52 ,, 15 ,-0.23 , 21.50 , -   , 10 ,-0.69 , 21.50 , -   , 14 ,-0.30 , 21.50 , -   , 25 ,-0.28 , 21.50 , -   , 25 ,-0.16 , 21.50 , -   , 17 ,-0.23 , 21.50 , -   , 28 ,-0.14 , 21.50 , -   , 15 ,-0.64 , 21.50 , -   , 23 ,-0.04 , 21.50 , -   , 20 ,-0.23 , 21.50 , -   , 20 ,-0.08 , 21.50 , -   , 15 ,-0.23 , 21.50 , -   , 17 ,-0.10 , 21.50 , -   , 19 ,-0.24 , 21.50 , -   , 19 ,-0.18 , 21.50 , -   , 18 ,-0.30 , 21.50 , -   , 19 ,-0.19 , 21.50 , -   , 17 ,-0.76 , 21.50 , -   , 15 ,-0.64 , 21.50 , -   ,, 14 ,-0.68 , 21.50 , -   , 7 ,-0.71 , 21.50 , -   , 24 ,-0.03 , 21.50 , -   , 14 ,-0.33 , 21.50 , -   , 14 ,-0.25 , 21.50 , -   , 19 ,-0.18 , 21.50 , -   , 22 ,-0.20 , 21.50 , -   , 18 ,-0.27 , 21.50 , -   , 12 ,-0.61 , 21.50 , -   , 19 ,-0.17 , 21.50 , -   , 26 ,-0.14 , 21.50 , -   , 21 ,-0.18 , 21.50 , -   , 10 ,-0.69 , 21.50 , -   , 21 ,-0.15 , 21.50 , -   , 17 ,-0.23 , 21.50 , -   , 17 ,-0.17 , 21.50 , -   , 15 ,-0.23 , 21.50 , -   , 16 ,-0.17 , 21.50 , -   , 13 ,-0.30 , 21.50 , -   , 3 ,-1.14 , 21.50 , -   , 24 , 0.16 , 21.50 , -   ,, 2 ,-1.11 , 21.50 , -   ,, 14 ,-0.46 , 21.50 , -   
 53 ,, 15 ,-0.23 , 22.00 , -   , 10 ,-0.69 , 22.00 , -   , 14 ,-0.30 , 22.00 , -   , 27 ,-0.20 , 22.00 , -   , 26 ,-0.11 , 22.00 , -   , 18 ,-0.17 , 22.00 , -   , 29 ,-0.11 , 22.00 , -   , 15 ,-0.64 , 22.00 , -   , 24 , 0.02 , 22.00 , -   , 20 ,-0.23 , 22.00 , -   , 20 ,-0.08 , 22.00 , -   , 15 ,-0.23 , 22.00 , -   , 17 ,-0.10 , 22.00 , -   , 19 ,-0.24 , 22.00 , -   , 19 ,-0.18 , 22.00 , -   , 18 ,-0.30 , 22.00 , -   , 19 ,-0.19 , 22.00 , -   , 17 ,-0.76 , 22.00 , -   , 16 ,-0.60 , 22.00 , -   ,, 14 ,-0.68 , 22.00 , -   , 7 ,-0.71 , 22.00 , -   , 24 ,-0.03 , 22.00 , -   , 15 ,-0.25 , 22.00 , -   , 15 ,-0.18 , 22.00 , -   , 19 ,-0.18 , 22.00 , -   , 23 ,-0.15 , 22.00 , -   , 18 ,-0.27 , 22.00 , -   , 13 ,-0.57 , 22.00 , -   , 20 ,-0.11 , 22.00 , -   , 26 ,-0.14 , 22.00 , -   , 21 ,-0.18 , 22.00 , -   , 10 ,-0.69 , 22.00 , -   , 21 ,-0.15 , 22.00 , -   , 17 ,-0.23 , 22.00 , -   , 17 ,-0.17 , 22.00 , -   , 16 ,-0.17 , 22.00 , -   , 16 ,-0.17 , 22.00 , -   , 13 ,-0.30 , 22.00 , -   , 19 ,-0.28 , 22.00 , -   , 120 , 5.44 , 22.00 , -   ,, 2 ,-1.11 , 22.00 , -   ,, 14 ,-0.46 , 22.00 , -   
 54 ,, 15 ,-0.23 , 22.50 , -   , 10 ,-0.69 , 22.50 , -   , 15 ,-0.24 , 22.50 , -   , 27 ,-0.20 , 22.50 , -   , 26 ,-0.11 , 22.50 , -   , 18 ,-0.17 , 22.50 , -   , 29 ,-0.11 , 22.50 , -   , 16 ,-0.59 , 22.50 , -   , 24 , 0.02 , 22.50 , -   , 20 ,-0.23 , 22.50 , -   , 21 ,-0.01 , 22.50 , -   , 16 ,-0.18 , 22.50 , -   , 17 ,-0.10 , 22.50 , -   , 19 ,-0.24 , 22.50 , -   , 19 ,-0.18 , 22.50 , -   , 19 ,-0.24 , 22.50 , -   , 20 ,-0.15 , 22.50 , -   , 18 ,-0.72 , 22.50 , -   , 16 ,-0.60 , 22.50 , -   ,, 15 ,-0.63 , 22.50 , -   , 7 ,-0.71 , 22.50 , -   , 25 , 0.04 , 22.50 , -   , 15 ,-0.25 , 22.50 , -   , 16 ,-0.10 , 22.50 , -   , 19 ,-0.18 , 22.50 , -   , 24 ,-0.10 , 22.50 , -   , 19 ,-0.23 , 22.50 , -   , 13 ,-0.57 , 22.50 , -   , 20 ,-0.11 , 22.50 , -   , 26 ,-0.14 , 22.50 , -   , 22 ,-0.13 , 22.50 , -   , 10 ,-0.69 , 22.50 , -   , 21 ,-0.15 , 22.50 , -   , 18 ,-0.16 , 22.50 , -   , 17 ,-0.17 , 22.50 , -   , 16 ,-0.17 , 22.50 , -   , 17 ,-0.10 , 22.50 , -   , 14 ,-0.23 , 22.50 , -   , 23 ,-0.06 , 22.50 , -   , 82 , 3.35 , 22.50 , -   ,, 2 ,-1.11 , 22.50 , -   ,, 15 ,-0.41 , 22.50 , -   
 55 ,, 15 ,-0.23 , 23.00 , -   , 10 ,-0.69 , 23.00 , -   , 15 ,-0.24 , 23.00 , -   , 27 ,-0.20 , 23.00 , -   , 26 ,-0.11 , 23.00 , -   , 19 ,-0.10 , 23.00 , -   , 30 ,-0.07 , 23.00 , -   , 16 ,-0.59 , 23.00 , -   , 24 , 0.02 , 23.00 , -   , 20 ,-0.23 , 23.00 , -   , 21 ,-0.01 , 23.00 , -   , 16 ,-0.18 , 23.00 , -   , 17 ,-0.10 , 23.00 , -   , 20 ,-0.20 , 23.00 , -   , 20 ,-0.14 , 23.00 , -   , 20 ,-0.17 , 23.00 , -   , 20 ,-0.15 , 23.00 , -   , 18 ,-0.72 , 23.00 , -   , 17 ,-0.56 , 23.00 , -   ,, 15 ,-0.63 , 23.00 , -   , 8 ,-0.65 , 23.00 , -   , 25 , 0.04 , 23.00 , -   , 15 ,-0.25 , 23.00 , -   , 16 ,-0.10 , 23.00 , -   , 20 ,-0.14 , 23.00 , -   , 24 ,-0.10 , 23.00 , -   , 20 ,-0.18 , 23.00 , -   , 13 ,-0.57 , 23.00 , -   , 20 ,-0.11 , 23.00 , -   , 26 ,-0.14 , 23.00 , -   , 22 ,-0.13 , 23.00 , -   , 11 ,-0.64 , 23.00 , -   , 21 ,-0.15 , 23.00 , -   , 18 ,-0.16 , 23.00 , -   , 18 ,-0.11 , 23.00 , -   , 16 ,-0.17 , 23.00 , -   , 17 ,-0.10 , 23.00 , -   , 15 ,-0.16 , 23.00 , -   , 86 , 3.34 , 23.00 , -   , 56 , 1.92 , 23.00 , -   ,, 2 ,-1.11 , 23.00 , -   ,, 15 ,-0.41 , 23.00 , -   
 56 ,, 15 ,-0.23 , 23.50 , -   , 11 ,-0.63 , 23.50 , -   , 15 ,-0.24 , 23.50 , -   , 27 ,-0.20 , 23.50 , -   , 26 ,-0.11 , 23.50 , -   , 19 ,-0.10 , 23.50 , -   , 30 ,-0.07 , 23.50 , -   , 16 ,-0.59 , 23.50 , -   , 24 , 0.02 , 23.50 , -   , 21 ,-0.19 , 23.50 , -   , 21 ,-0.01 , 23.50 , -   , 16 ,-0.18 , 23.50 , -   , 17 ,-0.10 , 23.50 , -   , 20 ,-0.20 , 23.50 , -   , 20 ,-0.14 , 23.50 , -   , 20 ,-0.17 , 23.50 , -   , 20 ,-0.15 , 23.50 , -   , 18 ,-0.72 , 23.50 , -   , 17 ,-0.56 , 23.50 , -   ,, 15 ,-0.63 , 23.50 , -   , 8 ,-0.65 , 23.50 , -   , 26 , 0.11 , 23.50 , -   , 15 ,-0.25 , 23.50 , -   , 16 ,-0.10 , 23.50 , -   , 20 ,-0.14 , 23.50 , -   , 25 ,-0.05 , 23.50 , -   , 20 ,-0.18 , 23.50 , -   , 13 ,-0.57 , 23.50 , -   , 20 ,-0.11 , 23.50 , -   , 27 ,-0.09 , 23.50 , -   , 22 ,-0.13 , 23.50 , -   , 11 ,-0.64 , 23.50 , -   , 22 ,-0.10 , 23.50 , -   , 19 ,-0.09 , 23.50 , -   , 18 ,-0.11 , 23.50 , -   , 16 ,-0.17 , 23.50 , -   , 18 ,-0.03 , 23.50 , -   , 15 ,-0.16 , 23.50 , -   , 2 ,-1.20 , 23.50 , -   , 21 ,-0.01 , 23.50 , -   ,, 2 ,-1.11 , 23.50 , -   ,, 15 ,-0.41 , 23.50 , -   
 57 ,, 16 ,-0.17 , 24.00 , -   , 11 ,-0.63 , 24.00 , -   , 15 ,-0.24 , 24.00 , -   , 28 ,-0.17 , 24.00 , -   , 26 ,-0.11 , 24.00 , -   , 19 ,-0.10 , 24.00 , -   , 30 ,-0.07 , 24.00 , -   , 17 ,-0.54 , 24.00 , -   , 24 , 0.02 , 24.00 , -   , 21 ,-0.19 , 24.00 , -   , 22 , 0.07 , 24.00 , -   , 17 ,-0.12 , 24.00 , -   , 18 ,-0.02 , 24.00 , -   , 20 ,-0.20 , 24.00 , -   , 20 ,-0.14 , 24.00 , -   , 21 ,-0.11 , 24.00 , -   , 20 ,-0.15 , 24.00 , -   , 18 ,-0.72 , 24.00 , -   , 17 ,-0.56 , 24.00 , -   ,, 15 ,-0.63 , 24.00 , -   , 8 ,-0.65 , 24.00 , -   , 26 , 0.11 , 24.00 , -   , 15 ,-0.25 , 24.00 , -   , 16 ,-0.10 , 24.00 , -   , 20 ,-0.14 , 24.00 , -   , 25 ,-0.05 , 24.00 , -   , 20 ,-0.18 , 24.00 , -   , 13 ,-0.57 , 24.00 , -   , 21 ,-0.04 , 24.00 , -   , 27 ,-0.09 , 24.00 , -   , 23 ,-0.07 , 24.00 , -   , 11 ,-0.64 , 24.00 , -   , 22 ,-0.10 , 24.00 , -   , 19 ,-0.09 , 24.00 , -   , 18 ,-0.11 , 24.00 , -   , 19 , 0.02 , 24.00 , -   , 18 ,-0.03 , 24.00 , -   , 15 ,-0.16 , 24.00 , -   , 53 , 1.56 , 24.00 , -   , 31 , 0.54 , 24.00 , -   ,, 2 ,-1.11 , 24.00 , -   ,, 15 ,-0.41 , 24.00 , -   
 58 ,, 16 ,-0.17 , 24.50 , -   , 11 ,-0.63 , 24.50 , -   , 15 ,-0.24 , 24.50 , -   , 29 ,-0.13 , 24.50 , -   , 27 ,-0.07 , 24.50 , -   , 20 ,-0.03 , 24.50 , -   , 30 ,-0.07 , 24.50 , -   , 17 ,-0.54 , 24.50 , -   , 24 , 0.02 , 24.50 , -   , 21 ,-0.19 , 24.50 , -   , 22 , 0.07 , 24.50 , -   , 17 ,-0.12 , 24.50 , -   , 18 ,-0.02 , 24.50 , -   , 21 ,-0.16 , 24.50 , -   , 21 ,-0.09 , 24.50 , -   , 21 ,-0.11 , 24.50 , -   , 20 ,-0.15 , 24.50 , -   , 20 ,-0.62 , 24.50 , -   , 18 ,-0.52 , 24.50 , -   ,, 16 ,-0.57 , 24.50 , -   , 8 ,-0.65 , 24.50 , -   , 26 , 0.11 , 24.50 , -   , 16 ,-0.18 , 24.50 , -   , 17 ,-0.03 , 24.50 , -   , 20 ,-0.14 , 24.50 , -   , 25 ,-0.05 , 24.50 , -   , 20 ,-0.18 , 24.50 , -   , 14 ,-0.52 , 24.50 , -   , 21 ,-0.04 , 24.50 , -   , 27 ,-0.09 , 24.50 , -   , 25 , 0.04 , 24.50 , -   , 11 ,-0.64 , 24.50 , -   , 22 ,-0.10 , 24.50 , -   , 19 ,-0.09 , 24.50 , -   , 18 ,-0.11 , 24.50 , -   , 19 , 0.02 , 24.50 , -   , 18 ,-0.03 , 24.50 , -   , 15 ,-0.16 , 24.50 , -   , 54 , 1.61 , 24.50 , -   , 9 ,-0.67 , 24.50 , -   ,, 2 ,-1.11 , 24.50 , -   ,, 16 ,-0.35 , 24.50 , -   
 59 ,, 16 ,-0.17 , 25.00 , -   , 11 ,-0.63 , 25.00 , -   , 16 ,-0.18 , 25.00 , -   , 30 ,-0.09 , 25.00 , -   , 28 ,-0.02 , 25.00 , -   , 21 , 0.04 , 25.00 , -   , 30 ,-0.07 , 25.00 , -   , 17 ,-0.54 , 25.00 , -   , 25 , 0.08 , 25.00 , -   , 22 ,-0.14 , 25.00 , -   , 23 , 0.14 , 25.00 , -   , 18 ,-0.06 , 25.00 , -   , 19 , 0.06 , 25.00 , -   , 21 ,-0.16 , 25.00 , -   , 21 ,-0.09 , 25.00 , -   , 21 ,-0.11 , 25.00 , -   , 21 ,-0.10 , 25.00 , -   , 20 ,-0.62 , 25.00 , -   , 18 ,-0.52 , 25.00 , -   ,, 16 ,-0.57 , 25.00 , -   , 8 ,-0.65 , 25.00 , -   , 26 , 0.11 , 25.00 , -   , 16 ,-0.18 , 25.00 , -   , 17 ,-0.03 , 25.00 , -   , 20 ,-0.14 , 25.00 , -   , 26 , 0.00 , 25.00 , -   , 20 ,-0.18 , 25.00 , -   , 14 ,-0.52 , 25.00 , -   , 21 ,-0.04 , 25.00 , -   , 28 ,-0.05 , 25.00 , -   , 26 , 0.09 , 25.00 , -   , 11 ,-0.64 , 25.00 , -   , 23 ,-0.06 , 25.00 , -   , 20 ,-0.02 , 25.00 , -   , 19 ,-0.04 , 25.00 , -   , 19 , 0.02 , 25.00 , -   , 18 ,-0.03 , 25.00 , -   , 16 ,-0.09 , 25.00 , -   , 20 ,-0.23 , 25.00 , -   , 13 ,-0.45 , 25.00 , -   ,, 2 ,-1.11 , 25.00 , -   ,, 16 ,-0.35 , 25.00 , -   
 60 ,, 17 ,-0.11 , 25.50 , -   , 12 ,-0.57 , 25.50 , -   , 17 ,-0.12 , 25.50 , -   , 30 ,-0.09 , 25.50 , -   , 29 , 0.02 , 25.50 , -   , 21 , 0.04 , 25.50 , -   , 30 ,-0.07 , 25.50 , -   , 18 ,-0.49 , 25.50 , -   , 25 , 0.08 , 25.50 , -   , 22 ,-0.14 , 25.50 , -   , 23 , 0.14 , 25.50 , -   , 18 ,-0.06 , 25.50 , -   , 19 , 0.06 , 25.50 , -   , 21 ,-0.16 , 25.50 , -   , 21 ,-0.09 , 25.50 , -   , 22 ,-0.05 , 25.50 , -   , 21 ,-0.10 , 25.50 , -   , 20 ,-0.62 , 25.50 , -   , 18 ,-0.52 , 25.50 , -   ,, 16 ,-0.57 , 25.50 , -   , 8 ,-0.65 , 25.50 , -   , 27 , 0.19 , 25.50 , -   , 18 ,-0.04 , 25.50 , -   , 17 ,-0.03 , 25.50 , -   , 21 ,-0.09 , 25.50 , -   , 26 , 0.00 , 25.50 , -   , 20 ,-0.18 , 25.50 , -   , 14 ,-0.52 , 25.50 , -   , 22 , 0.02 , 25.50 , -   , 29 ,-0.00 , 25.50 , -   , 26 , 0.09 , 25.50 , -   , 11 ,-0.64 , 25.50 , -   , 23 ,-0.06 , 25.50 , -   , 20 ,-0.02 , 25.50 , -   , 19 ,-0.04 , 25.50 , -   , 20 , 0.09 , 25.50 , -   , 19 , 0.04 , 25.50 , -   , 16 ,-0.09 , 25.50 , -   , 19 ,-0.28 , 25.50 , -   , 22 , 0.05 , 25.50 , -   ,, 2 ,-1.11 , 25.50 , -   ,, 16 ,-0.35 , 25.50 , -   
 61 ,, 17 ,-0.11 , 26.00 , -   , 12 ,-0.57 , 26.00 , -   , 19 , 0.00 , 26.00 , -   , 32 ,-0.02 , 26.00 , -   , 29 , 0.02 , 26.00 , -   , 22 , 0.10 , 26.00 , -   , 31 ,-0.04 , 26.00 , -   , 18 ,-0.49 , 26.00 , -   , 25 , 0.08 , 26.00 , -   , 24 ,-0.04 , 26.00 , -   , 23 , 0.14 , 26.00 , -   , 19 ,-0.01 , 26.00 , -   , 19 , 0.06 , 26.00 , -   , 21 ,-0.16 , 26.00 , -   , 21 ,-0.09 , 26.00 , -   , 23 , 0.02 , 26.00 , -   , 21 ,-0.10 , 26.00 , -   , 20 ,-0.62 , 26.00 , -   , 18 ,-0.52 , 26.00 , -   ,, 16 ,-0.57 , 26.00 , -   , 8 ,-0.65 , 26.00 , -   , 27 , 0.19 , 26.00 , -   , 19 , 0.03 , 26.00 , -   , 17 ,-0.03 , 26.00 , -   , 21 ,-0.09 , 26.00 , -   , 26 , 0.00 , 26.00 , -   , 21 ,-0.14 , 26.00 , -   , 14 ,-0.52 , 26.00 , -   , 22 , 0.02 , 26.00 , -   , 30 , 0.05 , 26.00 , -   , 26 , 0.09 , 26.00 , -   , 12 ,-0.59 , 26.00 , -   , 24 ,-0.01 , 26.00 , -   , 20 ,-0.02 , 26.00 , -   , 19 ,-0.04 , 26.00 , -   , 20 , 0.09 , 26.00 , -   , 19 , 0.04 , 26.00 , -   , 16 ,-0.09 , 26.00 , -   , 7 ,-0.93 , 26.00 , -   , 7 ,-0.78 , 26.00 , -   ,, 2 ,-1.11 , 26.00 , -   ,, 16 ,-0.35 , 26.00 , -   
 62 ,, 18 ,-0.04 , 26.50 , -   , 12 ,-0.57 , 26.50 , -   , 19 , 0.00 , 26.50 , -   , 32 ,-0.02 , 26.50 , -   , 30 , 0.07 , 26.50 , -   , 22 , 0.10 , 26.50 , -   , 31 ,-0.04 , 26.50 , -   , 18 ,-0.49 , 26.50 , -   , 25 , 0.08 , 26.50 , -   , 24 ,-0.04 , 26.50 , -   , 24 , 0.22 , 26.50 , -   , 19 ,-0.01 , 26.50 , -   , 20 , 0.15 , 26.50 , -   , 22 ,-0.12 , 26.50 , -   , 21 ,-0.09 , 26.50 , -   , 24 , 0.08 , 26.50 , -   , 21 ,-0.10 , 26.50 , -   , 20 ,-0.62 , 26.50 , -   , 18 ,-0.52 , 26.50 , -   ,, 16 ,-0.57 , 26.50 , -   , 8 ,-0.65 , 26.50 , -   , 28 , 0.26 , 26.50 , -   , 19 , 0.03 , 26.50 , -   , 18 , 0.05 , 26.50 , -   , 21 ,-0.09 , 26.50 , -   , 27 , 0.05 , 26.50 , -   , 21 ,-0.14 , 26.50 , -   , 15 ,-0.48 , 26.50 , -   , 22 , 0.02 , 26.50 , -   , 31 , 0.09 , 26.50 , -   , 26 , 0.09 , 26.50 , -   , 12 ,-0.59 , 26.50 , -   , 24 ,-0.01 , 26.50 , -   , 20 ,-0.02 , 26.50 , -   , 20 , 0.02 , 26.50 , -   , 20 , 0.09 , 26.50 , -   , 20 , 0.11 , 26.50 , -   , 16 ,-0.09 , 26.50 , -   , 39 , 0.80 , 26.50 , -   , 22 , 0.05 , 26.50 , -   ,, 2 ,-1.11 , 26.50 , -   ,, 16 ,-0.35 , 26.50 , -   
 63 ,, 18 ,-0.04 , 27.00 , -   , 12 ,-0.57 , 27.00 , -   , 19 , 0.00 , 27.00 , -   , 35 , 0.09 , 27.00 , -   , 30 , 0.07 , 27.00 , -   , 22 , 0.10 , 27.00 , -   , 31 ,-0.04 , 27.00 , -   , 18 ,-0.49 , 27.00 , -   , 25 , 0.08 , 27.00 , -   , 24 ,-0.04 , 27.00 , -   , 24 , 0.22 , 27.00 , -   , 19 ,-0.01 , 27.00 , -   , 20 , 0.15 , 27.00 , -   , 24 ,-0.04 , 27.00 , -   , 22 ,-0.04 , 27.00 , -   , 25 , 0.14 , 27.00 , -   , 21 ,-0.10 , 27.00 , -   , 20 ,-0.62 , 27.00 , -   , 18 ,-0.52 , 27.00 , -   ,, 16 ,-0.57 , 27.00 , -   , 8 ,-0.65 , 27.00 , -   , 29 , 0.33 , 27.00 , -   , 19 , 0.03 , 27.00 , -   , 19 , 0.12 , 27.00 , -   , 21 ,-0.09 , 27.00 , -   , 27 , 0.05 , 27.00 , -   , 22 ,-0.10 , 27.00 , -   , 15 ,-0.48 , 27.00 , -   , 23 , 0.09 , 27.00 , -   , 31 , 0.09 , 27.00 , -   , 27 , 0.15 , 27.00 , -   , 12 ,-0.59 , 27.00 , -   , 24 ,-0.01 , 27.00 , -   , 22 , 0.11 , 27.00 , -   , 20 , 0.02 , 27.00 , -   , 21 , 0.15 , 27.00 , -   , 20 , 0.11 , 27.00 , -   , 16 ,-0.09 , 27.00 , -   , 26 , 0.10 , 27.00 , -   , 22 , 0.05 , 27.00 , -   ,, 2 ,-1.11 , 27.00 , -   ,, 16 ,-0.35 , 27.00 , -   
 64 ,, 18 ,-0.04 , 27.50 , -   , 12 ,-0.57 , 27.50 , -   , 20 , 0.07 , 27.50 , -   , 35 , 0.09 , 27.50 , -   , 30 , 0.07 , 27.50 , -   , 22 , 0.10 , 27.50 , -   , 32 ,-0.00 , 27.50 , -   , 18 ,-0.49 , 27.50 , -   , 26 , 0.14 , 27.50 , -   , 24 ,-0.04 , 27.50 , -   , 25 , 0.29 , 27.50 , -   , 20 , 0.05 , 27.50 , -   , 21 , 0.23 , 27.50 , -   , 24 ,-0.04 , 27.50 , -   , 22 ,-0.04 , 27.50 , -   , 26 , 0.21 , 27.50 , -   , 21 ,-0.10 , 27.50 , -   , 20 ,-0.62 , 27.50 , -   , 19 ,-0.48 , 27.50 , -   ,, 16 ,-0.57 , 27.50 , -   , 9 ,-0.60 , 27.50 , -   , 30 , 0.40 , 27.50 , -   , 19 , 0.03 , 27.50 , -   , 19 , 0.12 , 27.50 , -   , 21 ,-0.09 , 27.50 , -   , 28 , 0.10 , 27.50 , -   , 22 ,-0.10 , 27.50 , -   , 15 ,-0.48 , 27.50 , -   , 23 , 0.09 , 27.50 , -   , 31 , 0.09 , 27.50 , -   , 28 , 0.20 , 27.50 , -   , 12 ,-0.59 , 27.50 , -   , 24 ,-0.01 , 27.50 , -   , 22 , 0.11 , 27.50 , -   , 20 , 0.02 , 27.50 , -   , 21 , 0.15 , 27.50 , -   , 20 , 0.11 , 27.50 , -   , 17 ,-0.02 , 27.50 , -   , 19 ,-0.28 , 27.50 , -   , 53 , 1.75 , 27.50 , -   ,, 2 ,-1.11 , 27.50 , -   ,, 16 ,-0.35 , 27.50 , -   
 65 ,, 19 , 0.02 , 28.00 , -   , 12 ,-0.57 , 28.00 , -   , 21 , 0.13 , 28.00 , -   , 36 , 0.13 , 28.00 , -   , 30 , 0.07 , 28.00 , -   , 25 , 0.30 , 28.00 , -   , 32 ,-0.00 , 28.00 , -   , 19 ,-0.44 , 28.00 , -   , 26 , 0.14 , 28.00 , -   , 25 , 0.00 , 28.00 , -   , 26 , 0.37 , 28.00 , -   , 20 , 0.05 , 28.00 , -   , 21 , 0.23 , 28.00 , -   , 24 ,-0.04 , 28.00 , -   , 22 ,-0.04 , 28.00 , -   , 27 , 0.27 , 28.00 , -   , 21 ,-0.10 , 28.00 , -   , 21 ,-0.57 , 28.00 , -   , 19 ,-0.48 , 28.00 , -   ,, 16 ,-0.57 , 28.00 , -   , 9 ,-0.60 , 28.00 , -   , 30 , 0.40 , 28.00 , -   , 20 , 0.11 , 28.00 , -   , 19 , 0.12 , 28.00 , -   , 21 ,-0.09 , 28.00 , -   , 28 , 0.10 , 28.00 , -   , 22 ,-0.10 , 28.00 , -   , 15 ,-0.48 , 28.00 , -   , 24 , 0.15 , 28.00 , -   , 32 , 0.14 , 28.00 , -   , 28 , 0.20 , 28.00 , -   , 12 ,-0.59 , 28.00 , -   , 24 ,-0.01 , 28.00 , -   , 22 , 0.11 , 28.00 , -   , 20 , 0.02 , 28.00 , -   , 21 , 0.15 , 28.00 , -   , 20 , 0.11 , 28.00 , -   , 17 ,-0.02 , 28.00 , -   , 18 ,-0.33 , 28.00 , -   , 12 ,-0.50 , 28.00 , -   ,, 2 ,-1.11 , 28.00 , -   ,, 16 ,-0.35 , 28.00 , -   
