Site 3,,,,,,,,,
c - 60%,,,,,,f- 40%,,,
418.0888413,418.0888413,418.0888413,418.0888413,418.0888413,418.0888413,104.9617818,104.9617818,104.9617818,104.9617818
412.9886489,412.9886489,412.9886489,412.9886489,412.9886489,412.9886489,94.74934718,94.74934718,94.74934718,94.74934718
397.903588,397.903588,397.903588,397.903588,397.903588,397.903588,90.14231856,90.14231856,90.14231856,90.14231856
371.4043174,371.4043174,371.4043174,371.4043174,371.4043174,371.4043174,87.86452843,87.86452843,87.86452843,87.86452843
347.1558514,347.1558514,347.1558514,347.1558514,347.1558514,347.1558514,86.44180853,86.44180853,86.44180853,86.44180853
320.1163152,320.1163152,320.1163152,320.1163152,320.1163152,320.1163152,84.37536331,84.37536331,84.37536331,84.37536331
310.7643141,310.7643141,310.7643141,310.7643141,310.7643141,310.7643141,79.95097174,79.95097174,79.95097174,79.95097174
295.3993586,295.3993586,295.3993586,295.3993586,295.3993586,295.3993586,79.82328962,79.82328962,79.82328962,79.82328962
276.8598492,276.8598492,276.8598492,276.8598492,276.8598492,276.8598492,76.25487964,76.25487964,76.25487964,76.25487964
275.088165,275.088165,275.088165,275.088165,275.088165,275.088165,72.08072229,72.08072229,72.08072229,72.08072229
272.2229579,272.2229579,272.2229579,272.2229579,272.2229579,272.2229579,71.30117647,71.30117647,71.30117647,71.30117647
270.9485234,270.9485234,270.9485234,270.9485234,270.9485234,270.9485234,68.0952114,68.0952114,68.0952114,68.0952114
268.7589432,268.7589432,268.7589432,268.7589432,268.7589432,268.7589432,66.37347172,66.37347172,66.37347172,66.37347172
265.6181022,265.6181022,265.6181022,265.6181022,265.6181022,265.6181022,57.27279341,57.27279341,57.27279341,57.27279341
265.2496949,265.2496949,265.2496949,265.2496949,265.2496949,265.2496949,54.57789231,54.57789231,54.57789231,54.57789231
256.1237721,256.1237721,256.1237721,256.1237721,256.1237721,256.1237721,52.99253259,52.99253259,52.99253259,52.99253259
256.0269501,256.0269501,256.0269501,256.0269501,256.0269501,256.0269501,49.94337252,49.94337252,49.94337252,49.94337252
251.3071355,251.3071355,251.3071355,251.3071355,251.3071355,251.3071355,47.68705319,47.68705319,47.68705319,47.68705319
245.8670619,245.8670619,245.8670619,245.8670619,245.8670619,245.8670619,42.69578892,42.69578892,42.69578892,42.69578892
241.2682819,241.2682819,241.2682819,241.2682819,241.2682819,241.2682819,41.94731945,41.94731945,41.94731945,41.94731945
233.967872,233.967872,233.967872,233.967872,233.967872,233.967872,39.78009917,39.78009917,39.78009917,39.78009917
226.1992694,226.1992694,226.1992694,226.1992694,226.1992694,226.1992694,35.13225245,35.13225245,35.13225245,35.13225245
223.8367485,223.8367485,223.8367485,223.8367485,223.8367485,223.8367485,35.03687341,35.03687341,35.03687341,35.03687341
221.1498837,221.1498837,221.1498837,221.1498837,221.1498837,221.1498837,34.95402876,34.95402876,34.95402876,34.95402876
215.3102594,215.3102594,215.3102594,215.3102594,215.3102594,215.3102594,33.86350743,33.86350743,33.86350743,33.86350743
211.2084178,211.2084178,211.2084178,211.2084178,211.2084178,211.2084178,32.79760238,32.79760238,32.79760238,32.79760238
207.5591798,207.5591798,207.5591798,207.5591798,207.5591798,207.5591798,32.70553519,32.70553519,32.70553519,32.70553519
206.0479457,206.0479457,206.0479457,206.0479457,206.0479457,206.0479457,32.11458464,32.11458464,32.11458464,32.11458464
202.8348479,202.8348479,202.8348479,202.8348479,202.8348479,202.8348479,31.53792175,31.53792175,31.53792175,31.53792175
199.0401939,199.0401939,199.0401939,199.0401939,199.0401939,199.0401939,30.93481892,30.93481892,30.93481892,30.93481892
198.2064225,198.2064225,198.2064225,198.2064225,198.2064225,198.2064225,30.07113954,30.07113954,30.07113954,30.07113954
186.8475491,186.8475491,186.8475491,186.8475491,186.8475491,186.8475491,29.61028805,29.61028805,29.61028805,29.61028805
186.7523686,186.7523686,186.7523686,186.7523686,186.7523686,186.7523686,29.06704073,29.06704073,29.06704073,29.06704073
173.7007979,173.7007979,173.7007979,173.7007979,173.7007979,173.7007979,27.71602603,27.71602603,27.71602603,27.71602603
165.2987499,165.2987499,165.2987499,165.2987499,165.2987499,165.2987499,27.50782477,27.50782477,27.50782477,27.50782477
163.212836,163.212836,163.212836,163.212836,163.212836,163.212836,27.31995531,27.31995531,27.31995531,27.31995531
157.4628537,157.4628537,157.4628537,157.4628537,157.4628537,157.4628537,26.63813873,26.63813873,26.63813873,26.63813873
